ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
1508649252,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
1533649252,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
1558649253,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
1583649253,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
1608649253,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
1633649254,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
1658649254,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
1683649254,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
1708649255,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
1733649255,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
1758649256,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
1783649256,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
1808649256,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
1833649257,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
1858649257,0,5.5820373134467065,195.56744384765625,-90.83265686035156,0.009217948652803898
1883649257,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
1908649258,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
1933649258,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
1958649259,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
1983649259,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
2008649259,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
2033649260,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
2058649260,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
2083649260,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
2108649261,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
